pr_id,repo_name,pr_number,title,body_len,user_login,user_type,created_datetime,closed_datetime,merged_datetime,created_hour,created_day_of_week,duration_minutes,duration_hours,comments,review_comments,commits,additions,deletions,changed_files,repo_language,repo_stars,repo_forks,is_fpt,keyword,is_merged
1488590373,NoFearTeam2023/FPT-Capstone-UpReach-Project,69,Update code Payment,0,imThien,User,2023-08-24 19:37:03,2023-08-25 19:53:17,2023-08-25 19:53:17,19,4,1456.2333333333333,24.270555555555557,1,0,6,170,55,7,JavaScript,0,0,1,Capstone FPT,1
1490093886,NoFearTeam2023/FPT-Capstone-UpReach-Project,70,Ha/fe,0,hoanganh1810tx,User,2023-08-25 17:37:40,2023-08-25 17:37:57,2023-08-25 17:37:57,17,5,0.2833333333333333,0.004722222222222222,1,0,4,120,88,13,JavaScript,0,0,1,Capstone FPT,1
1490544074,NoFearTeam2023/FPT-Capstone-UpReach-Project,72,Hieu fe/fe backup,0,quanqhieu07,User,2023-08-26 07:50:21,2023-08-26 08:21:35,2023-08-26 08:21:35,7,6,31.233333333333334,0.5205555555555555,1,0,4,139,79,17,JavaScript,0,0,1,Capstone FPT,1
1490544158,NoFearTeam2023/FPT-Capstone-UpReach-Project,73,Be hieu update,0,quanqhieu07,User,2023-08-26 07:50:47,2023-08-26 08:21:27,2023-08-26 08:21:27,7,6,30.666666666666668,0.5111111111111112,1,0,8,87,31,4,JavaScript,0,0,1,Capstone FPT,1
1490584181,NoFearTeam2023/FPT-Capstone-UpReach-Project,74,Dacthien fe,0,imThien,User,2023-08-26 10:08:26,2023-08-26 10:08:38,2023-08-26 10:08:38,10,6,0.2,0.0033333333333333335,1,0,3,276,152,7,JavaScript,0,0,1,Capstone FPT,1
1490625224,NoFearTeam2023/FPT-Capstone-UpReach-Project,75,Be hoang anh,0,hoanganh1810tx,User,2023-08-26 11:38:17,2023-08-26 11:39:32,2023-08-26 11:39:32,11,6,1.25,0.020833333333333332,1,0,2,43,30,3,JavaScript,0,0,1,Capstone FPT,1
1490625630,NoFearTeam2023/FPT-Capstone-UpReach-Project,76,Ha/fe,0,hoanganh1810tx,User,2023-08-26 11:38:37,2023-08-26 11:39:08,2023-08-26 11:39:08,11,6,0.5166666666666667,0.008611111111111113,1,0,2,421,315,7,JavaScript,0,0,1,Capstone FPT,1
1490645265,NoFearTeam2023/FPT-Capstone-UpReach-Project,77,update sign up,0,quanqhieu07,User,2023-08-26 12:37:42,2023-08-26 14:05:28,2023-08-26 14:05:28,12,6,87.76666666666667,1.4627777777777777,1,0,2,9,6,3,JavaScript,0,0,1,Capstone FPT,1
1490655789,NoFearTeam2023/FPT-Capstone-UpReach-Project,78,Dacthien fe,0,imThien,User,2023-08-26 13:25:19,2023-08-26 13:59:50,2023-08-26 13:59:50,13,6,34.516666666666666,0.5752777777777778,1,0,3,66,19,3,JavaScript,0,0,1,Capstone FPT,1
1490664683,NoFearTeam2023/FPT-Capstone-UpReach-Project,79,Hieu fe/fe backup,0,quanqhieu07,User,2023-08-26 14:02:34,2023-08-26 14:02:43,2023-08-26 14:02:43,14,6,0.15,0.0025,1,0,5,92,62,16,JavaScript,0,0,1,Capstone FPT,1
1490666922,NoFearTeam2023/FPT-Capstone-UpReach-Project,80,Hieu fe/fe backup,0,quanqhieu07,User,2023-08-26 14:13:00,2023-08-26 14:13:08,2023-08-26 14:13:08,14,6,0.13333333333333333,0.0022222222222222222,1,0,2,28,28,1,JavaScript,0,0,1,Capstone FPT,1
1490686116,NoFearTeam2023/FPT-Capstone-UpReach-Project,81,Hieu fe/fe backup,0,quanqhieu07,User,2023-08-26 15:02:36,2023-08-26 15:11:41,,15,6,9.083333333333334,0.1513888888888889,1,0,2,0,12,1,JavaScript,0,0,1,Capstone FPT,0
1490688954,NoFearTeam2023/FPT-Capstone-UpReach-Project,82,Hieu fe/fe backup,0,quanqhieu07,User,2023-08-26 15:12:31,2023-08-26 15:19:23,2023-08-26 15:19:22,15,6,6.866666666666666,0.11444444444444443,1,0,3,1,13,2,JavaScript,0,0,1,Capstone FPT,1
1490696258,NoFearTeam2023/FPT-Capstone-UpReach-Project,83,css myinflu,0,quanqhieu07,User,2023-08-26 15:40:09,2023-08-26 15:40:40,2023-08-26 15:40:40,15,6,0.5166666666666667,0.008611111111111113,1,0,1,41,29,2,JavaScript,0,0,1,Capstone FPT,1
1490769840,NoFearTeam2023/FPT-Capstone-UpReach-Project,84,Hieu fe/fe backup,0,quanqhieu07,User,2023-08-26 19:14:03,2023-08-26 19:16:44,2023-08-26 19:16:44,19,6,2.683333333333333,0.04472222222222222,1,0,2,26,20,6,JavaScript,0,0,1,Capstone FPT,1
1605862093,NHKritDat/PRJ301_SE17C02_Undeee,4,Merge branch 'Han' of https://github.com/NHKritDat/PRJ301_SE17C02_Und…,14,HienDragonknight,User,2023-11-17 07:52:19,2023-11-17 07:53:18,2023-11-17 07:54:45,7,5,0.9833333333333333,0.016388888888888887,0,0,1,0,0,1,Java,2,1,1,PRJ301,1
1775283679,vietqtran/prj301_assignment,2,🐞 fix: make final,0,vietqtran,User,2024-03-16 05:07:28,2024-03-16 05:07:34,2024-03-16 05:07:34,5,6,0.1,0.0016666666666666668,1,0,1,92,92,20,Java,0,0,1,PRJ301,1
1775287004,vietqtran/prj301_assignment,3,Hoang,0,Mon1012,User,2024-03-16 05:17:07,2024-03-16 05:17:15,2024-03-16 05:17:15,5,6,0.13333333333333333,0.0022222222222222222,1,0,4,12,0,12,Java,0,0,1,PRJ301,1
1776358024,vietqtran/prj301_assignment,4,error for test,0,vietqtran,User,2024-03-18 01:20:36,2024-03-18 01:20:42,2024-03-18 01:20:42,1,1,0.1,0.0016666666666666668,1,0,1,47,167,27,Java,0,0,1,PRJ301,1
1998189950,cuongcoki/captonefrontend,174,dockerize capstone fe,0,dihson103,User,2024-08-01 10:29:59,2024-08-01 10:30:09,2024-08-01 10:30:09,10,4,0.16666666666666666,0.0027777777777777775,2,0,1,121,0,6,TypeScript,0,0,1,Capstone FPT,1
2159640827,minhbear/webapp,19,"Revert ""Feat/manage syllabus""",38,lecongly,User,2024-11-03 13:25:19,2024-11-03 13:25:42,,13,0,0.38333333333333336,0.006388888888888889,0,0,1,19,620,15,TypeScript,0,0,1,Capstone FPT,0
2335367037,My20123/prj301,2,fix bug sonar,0,My20123,User,2025-02-14 06:52:09,2025-02-14 06:52:18,2025-02-14 06:52:18,6,5,0.15,0.0025,1,0,1,30,38,8,Java,0,0,1,PRJ301,1
2335537795,My20123/prj301,3,Update project_prj301 (1).sql,0,My20123,User,2025-02-14 08:40:37,2025-02-14 08:40:49,2025-02-14 08:40:49,8,5,0.2,0.0033333333333333335,1,0,1,7,0,1,Java,0,0,1,PRJ301,1
2340193186,My20123/prj301,4,124,0,My20123,User,2025-02-17 16:44:44,2025-02-17 16:44:53,2025-02-17 16:44:53,16,1,0.15,0.0025,1,0,3,3,4,3,Java,0,0,1,PRJ301,1
2340247742,My20123/prj301,5,fix bug sonar,0,My20123,User,2025-02-17 17:08:50,2025-02-17 17:09:00,2025-02-17 17:09:00,17,1,0.16666666666666666,0.0027777777777777775,1,0,1,10,18,7,Java,0,0,1,PRJ301,1
2348809036,My20123/prj301,6,Fix 6 bug,63,My20123,User,2025-02-21 06:02:50,2025-02-21 06:04:57,2025-02-21 06:04:57,6,5,2.1166666666666667,0.035277777777777776,1,0,1,29,7,3,Java,0,0,1,PRJ301,1
2348858104,My20123/prj301,7,fix lai,0,My20123,User,2025-02-21 06:36:42,2025-02-21 07:00:51,2025-02-21 07:00:50,6,5,24.15,0.40249999999999997,1,0,3,18,27,4,Java,0,0,1,PRJ301,1
2348919343,My20123/prj301,8,124,0,My20123,User,2025-02-21 07:09:59,2025-02-21 07:12:41,2025-02-21 07:12:41,7,5,2.7,0.045000000000000005,1,0,5,12,16,5,Java,0,0,1,PRJ301,1
2355584903,My20123/prj301,9,Trinh,0,My20123,User,2025-02-25 06:08:05,2025-02-25 06:23:04,2025-02-25 06:23:04,6,2,14.983333333333333,0.2497222222222222,1,0,4,22,27,2,Java,0,0,1,PRJ301,1
2384518549,My20123/prj301,10,My 11/3/25,0,My20123,User,2025-03-11 09:44:56,2025-03-11 09:48:37,2025-03-11 09:48:37,9,2,3.683333333333333,0.06138888888888889,1,0,3,241,19,8,Java,0,0,1,PRJ301,1
2384562636,My20123/prj301,11,fix bug managementProduct,0,My20123,User,2025-03-11 09:58:52,2025-03-11 10:11:08,2025-03-11 10:11:08,9,2,12.266666666666667,0.20444444444444446,1,0,3,299,88,11,Java,0,0,1,PRJ301,1
2384598279,My20123/prj301,12,My 11/3/25,0,My20123,User,2025-03-11 10:12:29,2025-03-11 10:13:09,2025-03-11 10:13:09,10,2,0.6666666666666666,0.01111111111111111,1,0,4,243,19,8,Java,0,0,1,PRJ301,1
2391075377,anhntm05/GhostelManagement,3,PRJ301_Assignment,0,anhntm05,User,2025-03-13 14:02:53,2025-03-13 14:03:28,2025-03-13 14:03:28,14,4,0.5833333333333334,0.009722222222222222,0,0,3,241,118,46,Java,0,0,1,PRJ301,1
2406837434,My20123/prj301,13,add edit category and add category page,0,My20123,User,2025-03-20 12:33:59,2025-03-20 12:34:08,2025-03-20 12:34:08,12,4,0.15,0.0025,1,0,1,930,150,16,Java,0,0,1,PRJ301,1
2416086547,My20123/prj301,14,Khanh12,0,kanade112,User,2025-03-25 09:33:53,2025-03-25 09:34:09,2025-03-25 09:34:09,9,2,0.26666666666666666,0.0044444444444444444,1,0,3,2615,130,17,Java,0,0,1,PRJ301,1
2420947810,My20123/prj301,15,add edit account,0,kanade112,User,2025-03-27 02:34:31,2025-03-27 02:34:39,2025-03-27 02:34:38,2,4,0.13333333333333333,0.0022222222222222222,1,0,1,130,97,7,Java,0,0,1,PRJ301,1
2474336255,sonnh37/fpt-team-matching-frontend,125,update review and capstone schedule,0,loctodale,User,2025-04-22 19:04:04,2025-04-22 19:04:12,2025-04-22 19:04:11,19,2,0.13333333333333333,0.0022222222222222222,1,0,1,1060,105,16,TypeScript,0,0,1,Capstone FPT,1
2475142468,sonnh37/fpt-team-matching-frontend,126,update review and capstone schedule,0,loctodale,User,2025-04-23 06:15:53,2025-04-23 06:16:00,2025-04-23 06:16:00,6,3,0.11666666666666667,0.0019444444444444444,1,0,1,70,25,4,TypeScript,0,0,1,Capstone FPT,1
2541939654,lgdlong/LibraryWeb_PRJ301,1,Update README.md,339,lgdlong,User,2025-05-24 20:43:59,2025-05-24 20:44:08,2025-05-24 20:44:08,20,6,0.15,0.0025,1,0,1,8,9,1,Java,0,0,1,PRJ301,1
2541939941,lgdlong/LibraryWeb_PRJ301,2,Update README.md,283,lgdlong,User,2025-05-24 20:44:39,2025-05-24 20:44:43,,20,6,0.06666666666666667,0.0011111111111111111,1,0,1,1,1,1,Java,0,0,1,PRJ301,0
2543916363,lgdlong/LibraryWeb_PRJ301,3,docs(README): enhance project description and update workflow instructions,593,lgdlong,User,2025-05-26 12:18:54,2025-05-26 12:20:30,2025-05-26 12:20:30,12,1,1.6,0.02666666666666667,1,1,1,183,62,10,Java,0,0,1,PRJ301,1
2543918912,lgdlong/LibraryWeb_PRJ301,4,chore/config-db-flow,638,lgdlong,User,2025-05-26 12:20:02,2025-05-26 12:20:47,2025-05-26 12:20:47,12,1,0.75,0.0125,1,0,2,223,112,13,Java,0,0,1,PRJ301,1
2543962804,lgdlong/LibraryWeb_PRJ301,5,docs(MAKEFILE): add Makefile documentation for project commands,530,lgdlong,User,2025-05-26 12:38:33,2025-05-26 12:39:01,2025-05-26 12:39:01,12,1,0.4666666666666667,0.0077777777777777776,1,0,1,71,62,2,Java,0,0,1,PRJ301,1
2544041210,lgdlong/LibraryWeb_PRJ301,6,"docs(GEN_SCRIPT_GUIDE, MAKEFILE, README): update documentation for script generation and project workflow",585,lgdlong,User,2025-05-26 13:05:33,2025-05-26 13:06:03,2025-05-26 13:06:03,13,1,0.5,0.008333333333333333,1,0,1,42,96,3,Java,0,0,1,PRJ301,1
2545868111,lgdlong/LibraryWeb_PRJ301,7,test,511,lgdlong,User,2025-05-27 09:14:41,2025-05-27 09:14:48,2025-05-27 09:14:48,9,2,0.11666666666666667,0.0019444444444444444,1,0,1,116,0,5,Java,0,0,1,PRJ301,1
2545942861,lgdlong/LibraryWeb_PRJ301,8,refactor(DbConfig): update database password for security and improve…,574,lgdlong,User,2025-05-27 09:44:14,2025-05-27 09:44:21,2025-05-27 09:44:21,9,2,0.11666666666666667,0.0019444444444444444,1,0,1,40,87,10,Java,0,0,1,PRJ301,1
2546069317,lgdlong/LibraryWeb_PRJ301,9,docs(README): add important notes on Git usage and troubleshooting Tomcat and Make installation,606,lgdlong,User,2025-05-27 10:36:28,2025-05-27 10:36:43,2025-05-27 10:36:43,10,2,0.25,0.004166666666666667,1,0,1,66,1,8,Java,0,0,1,PRJ301,1
2548182002,lgdlong/LibraryWeb_PRJ301,10,feat(AdminUserController): add admin user management functionality,937,lgdlong,User,2025-05-28 03:02:10,2025-05-28 05:12:37,2025-05-28 05:12:36,3,3,130.45,2.1741666666666664,1,29,5,766,42,24,Java,0,0,1,PRJ301,1
2548819133,lgdlong/LibraryWeb_PRJ301,11,feat(AdminConfig): implement system configuration management with CRU…,809,lgdlong,User,2025-05-28 08:44:08,2025-05-28 08:44:15,2025-05-28 08:44:15,8,3,0.11666666666666667,0.0019444444444444444,1,0,1,413,106,18,Java,0,0,1,PRJ301,1
2552115002,lgdlong/LibraryWeb_PRJ301,12,feat(AdminConfigController): refactor delete handling and update input type for config value,570,lgdlong,User,2025-05-29 12:50:38,2025-05-29 13:01:00,2025-05-29 13:01:00,12,4,10.366666666666667,0.17277777777777778,1,1,1,10,8,3,Java,0,0,1,PRJ301,1
2552170087,lgdlong/LibraryWeb_PRJ301,13,feat/update-datase-sysconfig,310,lgdlong,User,2025-05-29 13:14:01,2025-05-29 13:14:25,2025-05-29 13:14:25,13,4,0.4,0.006666666666666667,1,0,2,4,4,3,Java,0,0,1,PRJ301,1
2552616881,lgdlong/LibraryWeb_PRJ301,14,feat/admin/user-management,752,lgdlong,User,2025-05-29 16:08:20,2025-05-29 16:41:55,2025-05-29 16:41:55,16,4,33.583333333333336,0.5597222222222222,1,22,7,581,56,16,Java,0,0,1,PRJ301,1
2552692525,lgdlong/LibraryWeb_PRJ301,15,"Revert ""feat/admin/user-management""",36,lgdlong,User,2025-05-29 16:42:09,2025-05-29 16:44:13,,16,4,2.066666666666667,0.03444444444444445,1,0,1,56,581,16,Java,0,0,1,PRJ301,0
2552723325,lgdlong/LibraryWeb_PRJ301,16,docs(readme): update link for make installation guide,0,lgdlong,User,2025-05-29 16:56:14,2025-05-29 16:56:31,2025-05-29 16:56:31,16,4,0.2833333333333333,0.004722222222222222,1,0,1,1,1,2,Java,0,0,1,PRJ301,1
2552735036,lgdlong/LibraryWeb_PRJ301,17,fix/update-readme,0,lgdlong,User,2025-05-29 17:02:11,2025-05-29 17:02:27,2025-05-29 17:02:27,17,4,0.26666666666666666,0.0044444444444444444,1,0,1,2,1,1,Java,0,0,1,PRJ301,1
2553825029,lgdlong/LibraryWeb_PRJ301,18,feat/admin/user-management,469,lgdlong,User,2025-05-30 05:58:59,2025-05-30 06:30:28,2025-05-30 06:30:28,5,5,31.483333333333334,0.5247222222222222,1,5,7,54,17,5,Java,0,0,1,PRJ301,1
2554138528,lgdlong/LibraryWeb_PRJ301,19,feat/admin/book-management,866,lgdlong,User,2025-05-30 08:51:18,2025-05-30 14:28:41,2025-05-30 14:28:41,8,5,337.3833333333333,5.623055555555555,1,11,9,694,10,13,Java,0,0,1,PRJ301,1
2554919014,lgdlong/LibraryWeb_PRJ301,20,"Revert ""feat/admin/book-management""",36,lgdlong,User,2025-05-30 14:29:21,2025-05-30 14:29:31,2025-05-30 14:29:31,14,5,0.16666666666666666,0.0027777777777777775,1,0,1,10,694,13,Java,0,0,1,PRJ301,1
2555064946,lgdlong/LibraryWeb_PRJ301,21,feat(admin/book-management): enhance book management with search and sorting capabilities,909,lgdlong,User,2025-05-30 15:35:33,2025-05-30 17:04:08,2025-05-30 17:04:08,15,5,88.58333333333333,1.4763888888888888,1,7,10,722,11,11,Java,0,0,1,PRJ301,1
2555598675,lgdlong/LibraryWeb_PRJ301,22,feat(admin/request-management): implement borrow request management with CRUD operations and UI updates,895,lgdlong,User,2025-05-30 20:07:43,2025-05-31 08:20:32,2025-05-31 08:20:32,20,5,732.8166666666667,12.213611111111112,1,17,6,1087,36,20,Java,0,0,1,PRJ301,1
2556436154,lgdlong/LibraryWeb_PRJ301,23,feat/admin/fine-management,1015,lgdlong,User,2025-05-31 08:11:16,2025-05-31 08:35:56,2025-05-31 08:35:56,8,6,24.666666666666668,0.41111111111111115,1,27,7,514,48,13,Java,0,0,1,PRJ301,1
2570456361,lgdlong/LibraryWeb_PRJ301,24,User,626,ghost,User,2025-06-05 14:10:26,2025-06-10 17:54:56,,14,4,7424.5,123.74166666666666,1,14,15,237,21,7,Java,0,0,1,PRJ301,0
2574990855,lgdlong/LibraryWeb_PRJ301,26,Login-Register-Logout,1254,Phucnguyen2309,User,2025-06-07 04:41:19,2025-06-08 12:34:54,2025-06-08 12:34:54,4,6,1913.5833333333333,31.893055555555556,1,13,13,777,30,18,Java,0,0,1,PRJ301,1
2576650243,lgdlong/LibraryWeb_PRJ301,28,refactor: clean up imports and remove unused constants in controller classes,719,lgdlong,User,2025-06-08 12:39:44,2025-06-08 12:43:10,2025-06-08 12:43:10,12,0,3.433333333333333,0.057222222222222216,1,1,1,61,137,3,Java,0,0,1,PRJ301,1
2578977665,lgdlong/LibraryWeb_PRJ301,29,Fix SQL query for most borrowed books,520,lgdlong,User,2025-06-09 17:22:27,2025-06-09 17:22:56,2025-06-09 17:22:56,17,1,0.48333333333333334,0.008055555555555555,1,0,1,2,3,1,Java,0,0,1,PRJ301,1
2580169544,lgdlong/LibraryWeb_PRJ301,30,Add borrowing stats to admin dashboard,922,lgdlong,User,2025-06-10 06:15:57,2025-06-10 06:23:47,2025-06-10 06:23:47,6,2,7.833333333333333,0.13055555555555556,1,1,1,113,0,6,Java,0,0,1,PRJ301,1
2580468836,HuynhBaHieuu/PRJ301_ASSIGNMENT,2,"Revert ""home""",40,HuynhBaHieuu,User,2025-06-10 08:17:59,2025-06-10 08:18:16,2025-06-10 08:18:16,8,2,0.2833333333333333,0.004722222222222222,0,0,1,126,55,11,Java,2,0,1,PRJ301,1
2584937089,lgdlong/LibraryWeb_PRJ301,31,Enhance admin dashboard and UI components with status badges and improved layout,6836,lgdlong,User,2025-06-11 17:19:35,2025-06-11 17:43:48,2025-06-11 17:43:48,17,3,24.216666666666665,0.4036111111111111,3,12,7,580,122,13,Java,0,0,1,PRJ301,1
2593712227,lgdlong/LibraryWeb_PRJ301,32,Add favicon and new book icons to the project,1223,lgdlong,User,2025-06-15 15:14:11,2025-06-15 15:16:02,,15,0,1.85,0.030833333333333334,3,0,1,1,0,4,Java,0,0,1,PRJ301,0
2593780721,lgdlong/LibraryWeb_PRJ301,34,Update SearchBookController and guest.jsp to set isSearch attribute to false and improve formatting,2227,lgdlong,User,2025-06-15 16:13:56,2025-06-15 16:14:19,2025-06-15 16:14:19,16,0,0.38333333333333336,0.006388888888888889,3,0,1,73,70,3,Java,0,0,1,PRJ301,1
2593782943,lgdlong/LibraryWeb_PRJ301,35,Guest/new book,2769,lgdlong,User,2025-06-15 16:15:54,2025-06-15 16:18:40,2025-06-15 16:18:40,16,0,2.7666666666666666,0.04611111111111111,3,1,2,73,70,3,Java,0,0,1,PRJ301,1
2593830851,lgdlong/LibraryWeb_PRJ301,36,fix: remove back to home button in login page,1631,lgdlong,User,2025-06-15 16:58:00,2025-06-15 16:59:04,2025-06-15 16:59:04,16,0,1.0666666666666667,0.017777777777777778,3,0,1,44,43,1,Java,0,0,1,PRJ301,1
2593834638,lgdlong/LibraryWeb_PRJ301,37,Add favicon and new book icons to the project,1509,lgdlong,User,2025-06-15 17:01:14,2025-06-15 17:06:04,2025-06-15 17:06:04,17,0,4.833333333333333,0.08055555555555555,3,0,3,7,6,4,Java,0,0,1,PRJ301,1
2593845803,lgdlong/LibraryWeb_PRJ301,38,"Revert ""Guest/new book""",7700,lgdlong,User,2025-06-15 17:10:49,2025-06-15 17:10:52,,17,0,0.05,0.0008333333333333334,3,0,1,39,917,22,Java,0,0,1,PRJ301,0
2600585545,lgdlong/LibraryWeb_PRJ301,39,chore: update init.sql for database initialization,1481,lgdlong,User,2025-06-18 05:47:54,2025-06-18 05:49:10,2025-06-18 05:49:09,5,3,1.2666666666666666,0.021111111111111112,3,0,1,0,0,1,Java,0,0,1,PRJ301,1
2600591911,lgdlong/LibraryWeb_PRJ301,40,chore: add initial database setup script for library_system,1558,lgdlong,User,2025-06-18 05:51:58,2025-06-18 05:52:14,2025-06-18 05:52:14,5,3,0.26666666666666666,0.0044444444444444444,3,0,1,0,0,1,Java,0,0,1,PRJ301,1
2604343959,lgdlong/LibraryWeb_PRJ301,41,Add status filter to user management page,4449,lgdlong,User,2025-06-19 10:25:24,2025-06-19 12:59:25,2025-06-19 12:59:25,10,4,154.01666666666668,2.5669444444444447,3,0,2,61,7,4,Java,0,0,1,PRJ301,1
2604687007,lgdlong/LibraryWeb_PRJ301,42,feat/filter-user-management,4934,lgdlong,User,2025-06-19 12:33:49,2025-06-19 12:59:24,2025-06-19 12:59:24,12,4,25.583333333333332,0.4263888888888889,3,4,7,68,13,6,Java,0,0,1,PRJ301,1
