pr_id,repo_full_name,pr_number,title,body_len,user_login,user_type,created_at,closed_at,merged_at,duration_minutes,comments,review_comments,commits,additions,deletions,changed_files,repo_language,repo_stars,repo_forks,is_fpt,keyword
3776435882,swp391-horseracing/horse-racing-api,7,Feat/schema,0,patohru,User,2026-05-31T13:13:32Z,2026-05-31T14:40:50Z,2026-05-31T14:40:50Z,87.3,1,12,20,4923,28,31,TypeScript,0,0,1,SWP391
3702060306,raziel6868/SWP391_ManuHRM_Group6,4,"feat: add ""employee type"" filter and add ""new user"" button",808,BenXanhLa21,User,2026-05-18T13:04:22Z,2026-05-19T01:21:58Z,2026-05-19T01:21:58Z,737.6,1,1,6,179,219,2,Java,0,0,1,SWP391
3692080885,fptu-se-su26/swp391-su26-ai-audit-project-swp391_se20a02_group-05,16,"Add AI audit, changelog, prompts, reflection docs",1786,LucFr1746,User,2026-05-15T20:53:44Z,2026-05-17T14:31:16Z,2026-05-17T14:31:15Z,2497.52,0,0,1,1134,0,4,TypeScript,1,0,1,SWP391
3687917719,fptu-se-su26/swp391-su26-ai-audit-project-swp391_se20a02_group-05,11,#1 Add TripGenie AI docs and logs,1818,nhnnanh,User,2026-05-15T07:03:33Z,2026-05-15T07:06:26Z,2026-05-15T07:06:26Z,2.88,0,0,1,841,0,4,TypeScript,1,0,1,SWP391
3628968971,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,27,Polish status labels and inventory batch UI,639,VVThang-DEV,User,2026-05-05T07:30:55Z,2026-05-05T07:31:03Z,2026-05-05T07:31:03Z,0.13,1,0,1,122,42,7,JavaScript,0,1,1,SWP391
3571460347,SWP391-G5/SWP391_G5_SanSieuToc_FE,39,fix: update description for post management in ManagerPostsPage,0,minhpham1909,User,2026-04-23T06:34:04Z,2026-04-23T06:34:12Z,2026-04-23T06:34:11Z,0.12,0,1,1,1,1,1,JavaScript,1,0,1,SWP391
3628801345,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,26,Add packed-orders Select for creating deliveries,469,VVThang-DEV,User,2026-05-05T06:52:20Z,2026-05-05T06:52:34Z,2026-05-05T06:52:34Z,0.23,1,0,1,45,7,1,JavaScript,0,1,1,SWP391
3628711704,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,25,Restrict kitchen order actions & UI cleanup,670,VVThang-DEV,User,2026-05-05T06:30:12Z,2026-05-05T06:30:21Z,2026-05-05T06:30:21Z,0.15,1,0,1,242,172,2,JavaScript,0,1,1,SWP391
3571424596,SWP391-G5/SWP391_G5_SanSieuToc_FE,38,fix: comment out conditional rendering for non-admin accounts in User…,12,minhpham1909,User,2026-04-23T06:24:44Z,2026-04-23T06:24:53Z,2026-04-23T06:24:52Z,0.13,0,1,1,2,2,1,JavaScript,1,0,1,SWP391
3572486276,SWP391-G5/SWP391_G5_SanSieuToc_FE,41,Minhpq,0,minhpham1909,User,2026-04-23T10:15:18Z,2026-04-23T10:15:30Z,2026-04-23T10:15:30Z,0.2,0,2,2,3,3,1,JavaScript,1,0,1,SWP391
3624870481,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,24,Add inventory batch drawer and kitchen column,538,VVThang-DEV,User,2026-05-04T15:01:51Z,2026-05-04T15:02:02Z,2026-05-04T15:02:02Z,0.18,1,0,1,104,4,3,JavaScript,0,1,1,SWP391
3620128518,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,23,fix all FE error,0,minhdoanhk4,User,2026-05-03T13:13:36Z,2026-05-03T15:06:59Z,2026-05-03T15:06:59Z,113.38,1,0,1,4228,316,14,JavaScript,0,1,1,SWP391
3571203825,maxwell1904/SWP391,7,refact,0,bao20048888,User,2026-04-23T05:24:39Z,2026-04-23T05:24:48Z,2026-04-23T05:24:48Z,0.15,0,0,1,76,82,2,TSQL,0,0,1,SWP391
3554090938,SWP391-G5/SWP391_G5_SanSieuToc_FE,28,Minhpq,0,minhpham1909,User,2026-04-20T06:32:26Z,2026-04-20T06:32:34Z,2026-04-20T06:32:34Z,0.13,0,3,3,188,40,6,JavaScript,1,0,1,SWP391
3593651987,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,21,Add activation/forgot-password and admin UI updates,653,VVThang-DEV,User,2026-04-28T04:06:26Z,2026-04-28T04:06:35Z,2026-04-28T04:06:35Z,0.15,1,0,1,769,157,9,JavaScript,0,1,1,SWP391
3357335906,phucntse184554-droid/Flood-Rescue-Coordination-and-Relief-Management-System_BE,1,[Feat]:SWP391 update database,0,phucntse184554-droid,User,2026-03-05T07:59:49Z,2026-03-05T08:00:35Z,2026-03-05T08:00:35Z,0.77,0,0,1,175,177,54,Java,0,0,1,SWP391
3710651169,HuyNMFpt/manga-workflow-system,2,Add backend code,4364,Hin-Git,User,2026-05-19T17:14:25Z,2026-05-19T17:16:31Z,2026-05-19T17:16:31Z,2.1,0,0,1,1798,0,38,TypeScript,0,0,1,SWP391
3593829284,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,22,Thang vv dev 2,0,VVThang-DEV,User,2026-04-28T05:07:46Z,2026-04-28T05:07:54Z,2026-04-28T05:07:54Z,0.13,1,0,2,220,2495,16,JavaScript,0,1,1,SWP391
3371348570,x1ptase/swp391-jira-github-integration,71,SWP391-78 SyncLog record,0,x1ptase,User,2026-03-09T03:45:27Z,2026-03-09T03:45:33Z,2026-03-09T03:45:33Z,0.1,0,0,1,133,79,2,Java,2,0,1,SWP391
3577032996,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,20,Thang vv dev 2,0,VVThang-DEV,User,2026-04-24T04:37:43Z,2026-04-24T04:37:50Z,2026-04-24T04:37:50Z,0.12,1,0,2,309,474,13,JavaScript,0,1,1,SWP391
3576939781,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,19,Update Mobile and Fix Wrong Field Order,0,VVThang-DEV,User,2026-04-24T04:03:09Z,2026-04-24T04:03:20Z,2026-04-24T04:03:20Z,0.18,1,0,1,192,186,3,JavaScript,0,1,1,SWP391
3576905396,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,18,Thang vv dev 2,0,VVThang-DEV,User,2026-04-24T03:49:25Z,2026-04-24T03:49:33Z,2026-04-24T03:49:33Z,0.13,1,0,2,3205,623,18,JavaScript,0,1,1,SWP391
3576539504,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,17,Thang vv dev 2,0,VVThang-DEV,User,2026-04-24T01:42:47Z,2026-04-24T01:42:55Z,2026-04-24T01:42:55Z,0.13,1,0,2,2272,304,13,JavaScript,0,1,1,SWP391
3565248146,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,14,Thang vv dev,0,VVThang-DEV,User,2026-04-22T04:43:41Z,2026-04-22T04:43:51Z,2026-04-22T04:43:51Z,0.17,1,0,2,221,93,14,JavaScript,0,1,1,SWP391
3570526188,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,15,"Dashboard caching, UI cleanup & AI improvements",1083,VVThang-DEV,User,2026-04-23T02:04:20Z,2026-04-23T02:04:28Z,2026-04-23T02:04:28Z,0.13,1,0,1,156,54,4,JavaScript,0,1,1,SWP391
3565188759,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,13,Add printable QR label and print button,495,VVThang-DEV,User,2026-04-22T04:18:34Z,2026-04-22T04:18:42Z,2026-04-22T04:18:42Z,0.13,1,0,1,50,5,1,JavaScript,0,1,1,SWP391
3571061507,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,16,DataTable server pagination & inventory fixes,663,VVThang-DEV,User,2026-04-23T04:45:59Z,2026-04-23T04:46:13Z,2026-04-23T04:46:13Z,0.23,1,0,1,374,217,5,JavaScript,0,1,1,SWP391
3565091063,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,12,Thang vv dev,0,VVThang-DEV,User,2026-04-22T03:34:11Z,2026-04-22T03:34:22Z,2026-04-22T03:34:22Z,0.18,1,0,3,1724,567,26,JavaScript,0,1,1,SWP391
3562755168,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,11,Thang vv dev,0,VVThang-DEV,User,2026-04-21T15:46:04Z,2026-04-21T15:47:42Z,2026-04-21T15:47:42Z,1.63,1,0,3,9925,196,23,JavaScript,0,1,1,SWP391
3559622221,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,10,"Refactor header, pages, reports, and recipes",1208,VVThang-DEV,User,2026-04-21T03:28:05Z,2026-04-21T03:28:14Z,2026-04-21T03:28:14Z,0.15,1,0,1,724,311,13,JavaScript,0,1,1,SWP391
3559502536,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,9,Add Activity Logs page and reporting updates,975,VVThang-DEV,User,2026-04-21T02:39:19Z,2026-04-21T02:39:27Z,2026-04-21T02:39:27Z,0.13,1,0,1,1533,888,15,JavaScript,0,1,1,SWP391
3551286570,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,6,Thang vv dev,0,VVThang-DEV,User,2026-04-19T05:19:10Z,2026-04-19T05:19:16Z,2026-04-19T05:19:16Z,0.1,1,0,3,612,1525,10,JavaScript,0,1,1,SWP391
3552291888,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,7,Thang vv dev,0,VVThang-DEV,User,2026-04-19T15:47:47Z,2026-04-19T15:47:57Z,2026-04-19T15:47:57Z,0.17,1,0,2,420,515,12,JavaScript,0,1,1,SWP391
3196155909,nghiant-rez/SWP391_G6,11,Nghia,676,nghiant-rez,User,2026-01-21T17:28:26Z,2026-01-21T17:32:39Z,2026-01-21T17:32:39Z,4.22,0,0,3,0,0,1,Java,0,0,1,SWP391
3459708654,baothanh4/SWP391-SPRING2026-BE,89,Fix: preorder campaigns,0,baothanh4,User,2026-03-28T03:52:04Z,2026-03-28T03:52:43Z,2026-03-28T03:52:43Z,0.65,0,5,1,255,38,11,Java,0,0,1,SWP391
3468960597,baothanh4/SWP391-SPRING2026-BE,93,Fix: checkout,0,baothanh4,User,2026-03-30T21:49:30Z,2026-03-30T21:49:38Z,2026-03-30T21:49:38Z,0.13,0,2,1,22,11,4,Java,0,0,1,SWP391
3456623135,baothanh4/SWP391-SPRING2026-BE,88,Feat:Add preorder campaign,0,baothanh4,User,2026-03-27T12:10:32Z,2026-03-27T12:11:15Z,2026-03-27T12:11:15Z,0.72,0,6,1,523,1,11,Java,0,0,1,SWP391
3543020754,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,5,Thang vv dev,0,VVThang-DEV,User,2026-04-17T03:52:23Z,2026-04-17T03:52:34Z,2026-04-17T03:52:33Z,0.17,1,0,9,1954,435,20,JavaScript,0,1,1,SWP391
3381723378,x1ptase/swp391-jira-github-integration,75,SWP391-84 Dashboard: group commit statistics,0,x1ptase,User,2026-03-11T03:06:33Z,2026-03-11T03:06:41Z,2026-03-11T03:06:41Z,0.13,0,0,1,372,0,6,Java,2,0,1,SWP391
3537003062,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,4,Thang vv dev,0,VVThang-DEV,User,2026-04-16T01:10:05Z,2026-04-16T01:10:19Z,2026-04-16T01:10:19Z,0.23,1,0,3,308,165,6,JavaScript,0,1,1,SWP391
3528157729,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,3,Thang vv dev,0,VVThang-DEV,User,2026-04-14T11:54:53Z,2026-04-14T11:55:00Z,2026-04-14T11:55:00Z,0.12,1,0,2,552,506,17,JavaScript,0,1,1,SWP391
3471473002,baothanh4/SWP391-SPRING2026-BE,96,Fix: waiting,0,baothanh4,User,2026-03-31T11:08:38Z,2026-03-31T11:08:46Z,2026-03-31T11:08:46Z,0.13,0,4,1,25,3,2,Java,0,0,1,SWP391
3442470470,baothanh4/SWP391-SPRING2026-BE,85,Fix: dashboard and jwt,0,baothanh4,User,2026-03-25T01:40:25Z,2026-03-25T01:40:33Z,2026-03-25T01:40:33Z,0.13,0,9,1,398,44,10,Java,0,0,1,SWP391
3526385691,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,2,Add sales & inventory disposal features,1151,VVThang-DEV,User,2026-04-14T03:51:47Z,2026-04-14T03:51:54Z,2026-04-14T03:51:54Z,0.12,1,0,1,1979,124,21,JavaScript,0,1,1,SWP391
3526062668,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,1,Merge pull request #1,0,VVThang-DEV,User,2026-04-14T01:55:35Z,2026-04-14T01:55:48Z,2026-04-14T01:55:47Z,0.2,1,0,3,710,83,13,JavaScript,0,1,1,SWP391
3568282331,maxwell1904/SWP391,6,Bao,0,bao20048888,User,2026-04-22T16:02:30Z,2026-04-22T16:02:44Z,2026-04-22T16:02:44Z,0.23,0,5,5,1194,19,7,TSQL,0,0,1,SWP391
3371314689,x1ptase/swp391-jira-github-integration,70,Merge pull request #69 from x1ptase/feature/SWP391-79-be-sync-log-lif…,90,x1ptase,User,2026-03-09T03:28:25Z,2026-03-09T03:28:35Z,2026-03-09T03:28:35Z,0.17,0,0,1,0,0,0,Java,2,0,1,SWP391
3351843472,x1ptase/swp391-jira-github-integration,55,SWP391-109 GitHub REST client standards,0,x1ptase,User,2026-03-04T05:37:56Z,2026-03-04T05:38:02Z,2026-03-04T05:38:02Z,0.1,0,0,1,207,104,8,Java,2,0,1,SWP391
3766017261,fptu-se-su26/swp391-su26-ai-audit-project-swp391_se20a04_group-01-1,5,Feature/de191103 fw and api,1397,W3n3r,User,2026-05-29T02:07:41Z,2026-05-29T03:06:10Z,2026-05-29T03:06:10Z,58.48,0,79,4,3955,401,36,Unknown,0,0,1,SWP391
3442526187,baothanh4/SWP391-SPRING2026-BE,86,Fix: OrderResponseDTO builder,0,baothanh4,User,2026-03-25T02:07:49Z,2026-03-25T02:07:57Z,2026-03-25T02:07:57Z,0.13,0,4,1,24,19,2,Java,0,0,1,SWP391
3430050398,baothanh4/SWP391-SPRING2026-BE,83,Fix: pre-order cancel and orderMapper,0,baothanh4,User,2026-03-22T04:10:45Z,2026-03-22T04:10:53Z,2026-03-22T04:10:53Z,0.13,0,2,1,23,10,3,Java,0,0,1,SWP391
3382595204,x1ptase/swp391-jira-github-integration,76,SWP391-92 Personal commit statistics for Team Member,0,x1ptase,User,2026-03-11T07:31:57Z,2026-03-11T07:32:05Z,2026-03-11T07:32:05Z,0.13,0,0,1,185,24,13,Java,2,0,1,SWP391
3551876703,SWP391-G5/SWP391_G5_SanSieuToc_BE,16,Minhpq,32,minhpham1909,User,2026-04-19T12:03:11Z,2026-04-19T12:03:22Z,2026-04-19T12:03:22Z,0.18,0,13,6,1843,107,21,JavaScript,1,0,1,SWP391
3409820042,baothanh4/SWP391-SPRING2026-BE,72,"Fix: GHN and checkout, confirm by operations",0,baothanh4,User,2026-03-17T14:10:27Z,2026-03-17T14:10:38Z,2026-03-17T14:10:38Z,0.18,0,9,1,143,23,13,Java,0,0,1,SWP391
3360206178,x1ptase/swp391-jira-github-integration,61,SWP391-56 Manual Sync GitHub → Repository + GitCommit,0,x1ptase,User,2026-03-05T18:12:03Z,2026-03-05T18:12:11Z,2026-03-05T18:12:11Z,0.13,0,0,1,6,108,4,Java,2,0,1,SWP391
3371285310,x1ptase/swp391-jira-github-integration,69,SWP391-79 BE: SyncLog lifecycle (RUNNING→SUCCESS/FAILED),0,x1ptase,User,2026-03-09T03:15:05Z,2026-03-09T03:15:13Z,2026-03-09T03:15:13Z,0.13,0,0,1,131,33,3,Java,2,0,1,SWP391
3424557671,baothanh4/SWP391-SPRING2026-BE,81,Feat/thanh,0,baothanh4,User,2026-03-20T11:28:18Z,2026-03-20T11:28:26Z,2026-03-20T11:28:26Z,0.13,0,1,2,6,1,2,Java,0,0,1,SWP391
3399086244,baothanh4/SWP391-SPRING2026-BE,63,"Fix: Checkout and add to cart, response cart",0,baothanh4,User,2026-03-14T12:56:21Z,2026-03-14T12:56:31Z,2026-03-14T12:56:31Z,0.17,0,9,1,514,215,11,Java,0,0,1,SWP391
3551877500,SWP391-G5/SWP391_G5_SanSieuToc_FE,18,Minhpq,0,minhpham1909,User,2026-04-19T12:03:42Z,2026-04-19T12:03:52Z,2026-04-19T12:03:52Z,0.17,0,7,10,3013,953,46,JavaScript,1,0,1,SWP391
3414813606,baothanh4/SWP391-SPRING2026-BE,75,Fix:confirm order,0,baothanh4,User,2026-03-18T13:11:11Z,2026-03-18T13:11:19Z,2026-03-18T13:11:19Z,0.13,0,6,1,41,9,3,Java,0,0,1,SWP391
3332862637,KicoSon/SWP391_SE1972_Group3,19,"Revert ""Revert ""Merge branch 'develop' into module4""""",39,viehai,User,2026-02-26T20:49:53Z,2026-02-26T20:50:04Z,2026-02-26T20:50:04Z,0.18,0,0,1,11489,3264,94,Java,0,0,1,SWP391
3430974533,baothanh4/SWP391-SPRING2026-BE,84,Fix: pre-order service,0,baothanh4,User,2026-03-22T16:49:36Z,2026-03-22T16:49:43Z,2026-03-22T16:49:43Z,0.12,0,5,1,46,24,2,Java,0,0,1,SWP391
3399410003,baothanh4/SWP391-SPRING2026-BE,66,Feat: add dashboard in admin,0,baothanh4,User,2026-03-14T16:35:19Z,2026-03-14T16:35:28Z,2026-03-14T16:35:28Z,0.15,0,11,1,216,1,10,Java,0,0,1,SWP391
3399163399,baothanh4/SWP391-SPRING2026-BE,64,Feat:Add keyword search,0,baothanh4,User,2026-03-14T13:57:35Z,2026-03-14T13:59:17Z,2026-03-14T13:59:17Z,1.7,0,4,1,70,6,6,Java,0,0,1,SWP391
3470874311,baothanh4/SWP391-SPRING2026-BE,95,"Fix preorder allocation, remaining payment, and instock conversion",0,baothanh4,User,2026-03-31T08:57:35Z,2026-03-31T08:58:35Z,2026-03-31T08:58:35Z,1,0,3,1,33,10,2,Java,0,0,1,SWP391
3342165597,FloodRescue-SWP391/flood-rescue-frontend,29,Merge pull request #28 from FloodRescue-SWP391/main,54,trtramnh,User,2026-03-02T01:49:24Z,2026-03-02T01:49:32Z,2026-03-02T01:49:32Z,0.13,0,0,1,0,0,0,JavaScript,0,1,1,SWP391
3540831188,maxwell1904/SWP391,1,debug,0,bao20048888,User,2026-04-16T17:21:40Z,2026-04-16T17:21:58Z,2026-04-16T17:21:58Z,0.3,0,4,1,18043,215,19,TSQL,0,0,1,SWP391
3392985633,baothanh4/SWP391-SPRING2026-BE,58,Feat: Add getAllOrder and getOrderById in staff,0,baothanh4,User,2026-03-13T03:36:34Z,2026-03-13T03:36:43Z,2026-03-13T03:36:43Z,0.15,0,8,1,111,24,9,Java,0,0,1,SWP391
3415491036,baothanh4/SWP391-SPRING2026-BE,79,Feat/thanh,0,baothanh4,User,2026-03-18T15:21:46Z,2026-03-18T15:22:15Z,2026-03-18T15:22:15Z,0.48,0,3,2,28,8,2,Java,0,0,1,SWP391
3320919523,dphu16/SWP391-SP26,15,"Revert ""Feature/payroll""",29,dphu16,User,2026-02-24T14:00:42Z,2026-02-24T14:00:51Z,2026-02-24T14:00:51Z,0.15,0,0,1,5,6420,136,TypeScript,0,0,1,SWP391
3376279138,baothanh4/SWP391-SPRING2026-BE,49,"FEAT:Add attributeId and ImageId, getAllOrder",0,baothanh4,User,2026-03-10T02:00:37Z,2026-03-10T02:00:47Z,2026-03-10T02:00:47Z,0.17,0,11,1,161,5,14,Java,0,0,1,SWP391
3334960913,x1ptase/swp391-jira-github-integration,44,SWP391-108 BE: encrypt/mask token (shared),0,x1ptase,User,2026-02-27T09:47:55Z,2026-02-27T09:48:03Z,2026-02-27T09:48:03Z,0.13,0,0,1,301,26,11,Java,2,0,1,SWP391
3414972647,baothanh4/SWP391-SPRING2026-BE,76,Fix:Confirm order,0,baothanh4,User,2026-03-18T13:42:51Z,2026-03-18T13:43:00Z,2026-03-18T13:43:00Z,0.15,0,2,1,4,1,2,Java,0,0,1,SWP391
3381807322,baothanh4/SWP391-SPRING2026-BE,53,Feat:Add getProductCombo and getComboById into PublicProductController,0,baothanh4,User,2026-03-11T03:37:47Z,2026-03-11T03:37:58Z,2026-03-11T03:37:57Z,0.17,0,3,1,84,9,5,Java,0,0,1,SWP391
3395687172,baothanh4/SWP391-SPRING2026-BE,60,Thanh ha v2,0,baothanh4,User,2026-03-13T15:23:27Z,2026-03-13T15:23:35Z,2026-03-13T15:23:35Z,0.13,0,2,2,13,3,3,Java,0,0,1,SWP391
3381943658,baothanh4/SWP391-SPRING2026-BE,54,"Feat:add email for payment, checkout and delivered",0,baothanh4,User,2026-03-11T04:21:56Z,2026-03-11T04:24:57Z,2026-03-11T04:24:57Z,3.02,0,3,1,82,1,5,Java,0,0,1,SWP391
3401116549,baothanh4/SWP391-SPRING2026-BE,68,Fix: orderpayment and preorder,0,baothanh4,User,2026-03-15T13:32:19Z,2026-03-15T13:32:29Z,2026-03-15T13:32:29Z,0.17,0,9,1,187,133,3,Java,0,0,1,SWP391
3393402516,nghiant-rez/SWP391_G6,48,Vuongdd,781,VuongK4,User,2026-03-13T06:00:52Z,2026-03-13T06:05:31Z,2026-03-13T06:05:31Z,4.65,1,0,6,968,386,11,Java,0,0,1,SWP391
3367660294,baothanh4/SWP391-SPRING2026-BE,43,Thanh ha,0,baothanh4,User,2026-03-07T15:02:43Z,2026-03-07T15:03:56Z,2026-03-07T15:03:56Z,1.22,0,8,4,669,7772,63,Java,0,0,1,SWP391
3573817053,maxwell1904/SWP391,8,staff register,0,bao20048888,User,2026-04-23T14:39:17Z,2026-04-23T14:39:30Z,2026-04-23T14:39:29Z,0.2,0,8,1,657,424,13,TSQL,0,0,1,SWP391
3401125660,baothanh4/SWP391-SPRING2026-BE,69,Fix: add validation sku in product variant,0,baothanh4,User,2026-03-15T13:40:10Z,2026-03-15T13:40:17Z,2026-03-15T13:40:17Z,0.12,0,4,1,15,0,2,Java,0,0,1,SWP391
3399186725,baothanh4/SWP391-SPRING2026-BE,65,Fix:GetAllUser by search,0,baothanh4,User,2026-03-14T14:14:12Z,2026-03-14T14:14:42Z,2026-03-14T14:14:42Z,0.5,0,1,1,11,19,2,Java,0,0,1,SWP391
3376451695,baothanh4/SWP391-SPRING2026-BE,50,Thanh ha v2,0,baothanh4,User,2026-03-10T03:17:33Z,2026-03-10T03:17:43Z,2026-03-10T03:17:43Z,0.17,0,2,3,50,82,4,Java,0,0,1,SWP391
3306496280,x1ptase/swp391-jira-github-integration,25,SWP391-18 BE: Security config + @PreAuthorize,0,x1ptase,User,2026-02-20T06:53:22Z,2026-02-20T06:53:30Z,2026-02-20T06:53:30Z,0.13,0,0,1,93,208,7,Java,2,0,1,SWP391
3407119137,Dawn-nguyn1/SWP391-FE-Group-1,16,fix vercel,0,Dawn-nguyn1,User,2026-03-17T01:05:39Z,2026-03-17T01:05:51Z,2026-03-17T01:05:51Z,0.2,1,0,1,71,5,3,JavaScript,0,0,1,SWP391
3392586145,baothanh4/SWP391-SPRING2026-BE,56,Fix: add user in checkout,0,baothanh4,User,2026-03-13T01:01:12Z,2026-03-13T01:01:24Z,2026-03-13T01:01:24Z,0.2,0,1,1,6,2,2,Java,0,0,1,SWP391
3544404956,maxwell1904/SWP391,2,create staff,0,bao20048888,User,2026-04-17T09:43:19Z,2026-04-17T09:43:31Z,2026-04-17T09:43:31Z,0.2,0,5,1,260,196,30,TSQL,0,0,1,SWP391
3358036383,baothanh4/SWP391-SPRING2026-BE,40,Add return request (MVP-2) controllers/services/entities,0,baothanh4,User,2026-03-05T10:30:43Z,2026-03-05T10:31:29Z,2026-03-05T10:31:29Z,0.77,0,8,1,609,15,20,Java,0,0,1,SWP391
