pr_id,repo_full_name,pr_number,title,body_len,user_login,user_type,created_at,closed_at,merged_at,duration_minutes,comments,review_comments,commits,additions,deletions,changed_files,repo_language,repo_stars,repo_forks,is_fpt,keyword
3778210916,ducvan2209/swp391,3,"Revert ""Cau pham""",27,monpc,User,2026-06-01T02:30:58Z,2026-06-01T16:37:27Z,,,0,0,1,1,27527,216,Java,0,0,1,SWP391
3784985623,fptu-se-su26/swp391-su26-ai-audit-project-swp391_se20a02_group-05,58,"Add AI audit, changelog, prompts, reflection",3301,nhnnanh,User,2026-06-02T02:20:27Z,2026-06-02T15:50:39Z,2026-06-02T15:50:39Z,810.2,0,0,1,927,0,4,TypeScript,1,0,1,SWP391
3773021549,fptu-se-su26/swp391-su26-ai-audit-project-swp391_se20a11_group-04-1,7,fix(sprint): resolve conflict and fix sprint overlap and reassign task to sprint through api ,582,hieu2816,User,2026-05-30T05:01:26Z,2026-05-30T05:05:33Z,2026-05-30T05:05:33Z,4.12,0,3,2,81,5,4,JavaScript,0,0,1,SWP391
3760519243,fptu-se-su26/swp391-su26-ai-audit-project-swp391_se20a02_group-05,47,Origin/feature testing,5225,TNL293107,User,2026-05-28T07:54:44Z,2026-05-28T08:07:26Z,,,0,8,60,62759,15525,631,TypeScript,1,0,1,SWP391
3786834235,SU26-SWP391-EdTech/EdTech,33,Feature/lessons,68,thaoakatim,User,2026-06-02T08:59:06Z,2026-06-02T09:47:08Z,,,2,0,9,740,68,29,TypeScript,0,0,1,SWP391
3776435882,swp391-horseracing/horse-racing-api,7,Feat/schema,0,patohru,User,2026-05-31T13:13:32Z,2026-05-31T14:40:50Z,2026-05-31T14:40:50Z,87.3,1,12,20,4923,28,31,TypeScript,0,0,1,SWP391
3702154600,raziel6868/SWP391_ManuHRM_Group6,5,Thangnh,939,thangnhhe187227-collab,User,2026-05-18T13:19:55Z,2026-05-19T01:16:27Z,2026-05-19T01:16:27Z,716.53,1,10,4,699,538,7,Java,0,0,1,SWP391
3702060306,raziel6868/SWP391_ManuHRM_Group6,4,"feat: add ""employee type"" filter and add ""new user"" button",808,BenXanhLa21,User,2026-05-18T13:04:22Z,2026-05-19T01:21:58Z,2026-05-19T01:21:58Z,737.6,1,1,6,179,219,2,Java,0,0,1,SWP391
3703628352,raziel6868/SWP391_ManuHRM_Group6,6,Merging Iter1 branch,894,raziel6868,User,2026-05-18T17:28:20Z,2026-05-18T17:54:42Z,,,1,22,6,8172,1671,99,Java,0,0,1,SWP391
3785580919,SU26-SWP391-EdTech/EdTech,32,feat(users): implement user management dashboard and multi-role user …,1532,tdnguyen06,User,2026-06-02T04:52:13Z,2026-06-02T09:46:45Z,,,0,0,1,1889,10,7,TypeScript,0,0,1,SWP391
3698139839,fptu-se-su26/swp391-su26-ai-audit-project-swp391_se20a02_group-05,22,Feature/auth system,2764,LucFr1746,User,2026-05-17T19:02:25Z,2026-05-18T02:28:01Z,2026-05-18T02:28:01Z,445.6,0,10,20,28176,284,273,TypeScript,1,0,1,SWP391
3763283704,Thuan20Vnx/SWP391,8,feat(fe): bổ sung giao diện sinh viên theo Figma SWP391_2,152,kxnhan1507,User,2026-05-28T16:11:10Z,2026-05-28T16:11:20Z,2026-05-28T16:11:20Z,0.17,0,0,1,2016,69,16,JavaScript,0,1,1,SWP391
3727821956,fptu-se-su26/swp391-su26-ai-audit-project-swp391_se20a02_group-05,32,Add AI audit docs for Nguyen Hoang Ngoc Anh,1724,nhnnanh,User,2026-05-22T03:54:58Z,2026-05-22T04:00:44Z,,,0,0,1,759,0,4,TypeScript,1,0,1,SWP391
3717442447,Parking-Building-Management-System/Parking-Building-BE,8,feat(docs): add docs for backend and move tenant service to correct f…,6210,Harry-dev1805,User,2026-05-20T14:45:27Z,2026-05-20T14:45:44Z,2026-05-20T14:45:44Z,0.28,2,0,1,3540,7,15,Java,0,0,1,SWP391
3779653797,swp391-horseracing/horse-racing-api,9,Feat/schedule,0,patohru,User,2026-06-01T08:36:31Z,2026-06-01T14:58:51Z,2026-06-01T14:58:51Z,382.33,1,7,20,1715,7,22,TypeScript,0,0,1,SWP391
3785446301,swp391-horseracing/horse-racing-fe,13,Feat/docker,0,patohru,User,2026-06-02T04:15:14Z,2026-06-02T04:57:12Z,2026-06-02T04:57:12Z,41.97,1,18,12,2386,1035,53,TypeScript,1,0,1,SWP391
3700140757,fptu-se-su26/swp391-su26-ai-audit-project-swp391_se20a02_group-05,23,"Add AI audit, prompts, changelog, reflection docs #2",1771,nhnnanh,User,2026-05-18T07:20:35Z,2026-05-18T07:22:02Z,2026-05-18T07:22:02Z,1.45,0,0,1,735,0,4,TypeScript,1,0,1,SWP391
3692080885,fptu-se-su26/swp391-su26-ai-audit-project-swp391_se20a02_group-05,16,"Add AI audit, changelog, prompts, reflection docs",1786,LucFr1746,User,2026-05-15T20:53:44Z,2026-05-17T14:31:16Z,2026-05-17T14:31:15Z,2497.52,0,0,1,1134,0,4,TypeScript,1,0,1,SWP391
3768918543,ktokto313/TreeShopManagingSystem,5,Clean up category and product models,107,mmuvn,User,2026-05-29T12:37:08Z,2026-06-01T16:22:24Z,2026-06-01T16:22:24Z,4545.27,1,17,8,694,64,30,Java,3,3,1,SWP391
3775663162,swp391-horseracing/horse-racing-fe,10,Thanh/feature/add notification feature,578,White2908,User,2026-05-31T05:22:35Z,2026-06-02T03:20:30Z,2026-06-02T03:20:30Z,2757.92,1,6,2,7810,5,8,TypeScript,1,0,1,SWP391
3729313349,fptu-se-su26/swp391-su26-ai-audit-project-swp391_se20a02_group-05,34,C verify uat,1397,truonghieu1233,User,2026-05-22T09:18:53Z,2026-05-23T03:25:24Z,,,0,4,29,19950,3875,443,TypeScript,1,0,1,SWP391
3785717842,swp391-horseracing/horse-racing-fe,16,Fix/format,0,patohru,User,2026-06-02T05:24:37Z,2026-06-02T05:24:47Z,2026-06-02T05:24:47Z,0.17,1,0,2,2,7,2,TypeScript,1,0,1,SWP391
3687917719,fptu-se-su26/swp391-su26-ai-audit-project-swp391_se20a02_group-05,11,#1 Add TripGenie AI docs and logs,1818,nhnnanh,User,2026-05-15T07:03:33Z,2026-05-15T07:06:26Z,2026-05-15T07:06:26Z,2.88,0,0,1,841,0,4,TypeScript,1,0,1,SWP391
3785632709,swp391-horseracing/horse-racing-fe,14,Feat/docker,0,patohru,User,2026-06-02T05:04:15Z,2026-06-02T05:05:04Z,2026-06-02T05:05:04Z,0.82,1,0,2,1,1,3,TypeScript,1,0,1,SWP391
3571460347,SWP391-G5/SWP391_G5_SanSieuToc_FE,39,fix: update description for post management in ManagerPostsPage,0,minhpham1909,User,2026-04-23T06:34:04Z,2026-04-23T06:34:12Z,2026-04-23T06:34:11Z,0.12,0,1,1,1,1,1,JavaScript,1,0,1,SWP391
3571424596,SWP391-G5/SWP391_G5_SanSieuToc_FE,38,fix: comment out conditional rendering for non-admin accounts in User…,12,minhpham1909,User,2026-04-23T06:24:44Z,2026-04-23T06:24:53Z,2026-04-23T06:24:52Z,0.13,0,1,1,2,2,1,JavaScript,1,0,1,SWP391
3572486276,SWP391-G5/SWP391_G5_SanSieuToc_FE,41,Minhpq,0,minhpham1909,User,2026-04-23T10:15:18Z,2026-04-23T10:15:30Z,2026-04-23T10:15:30Z,0.2,0,2,2,3,3,1,JavaScript,1,0,1,SWP391
3628968971,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,27,Polish status labels and inventory batch UI,639,VVThang-DEV,User,2026-05-05T07:30:55Z,2026-05-05T07:31:03Z,2026-05-05T07:31:03Z,0.13,1,0,1,122,42,7,JavaScript,0,1,1,SWP391
3782177635,swp391-horseracing/horse-racing-api,10,refactor!: replace module to nodenext,0,patohru,User,2026-06-01T16:05:06Z,2026-06-01T16:05:57Z,2026-06-01T16:05:57Z,0.85,1,0,1,19,19,10,TypeScript,0,0,1,SWP391
3782399997,fptu-se-su26/swp391-su26-ai-audit-project-swp391_se20a02_group-05,57,Doc/truong van hieu,3508,truonghieu1233,User,2026-06-01T16:47:53Z,2026-06-01T16:49:39Z,2026-06-01T16:49:39Z,1.77,0,0,2,2044,100,9,TypeScript,1,0,1,SWP391
3628801345,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,26,Add packed-orders Select for creating deliveries,469,VVThang-DEV,User,2026-05-05T06:52:20Z,2026-05-05T06:52:34Z,2026-05-05T06:52:34Z,0.23,1,0,1,45,7,1,JavaScript,0,1,1,SWP391
3628711704,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,25,Restrict kitchen order actions & UI cleanup,670,VVThang-DEV,User,2026-05-05T06:30:12Z,2026-05-05T06:30:21Z,2026-05-05T06:30:21Z,0.15,1,0,1,242,172,2,JavaScript,0,1,1,SWP391
3785233756,swp391-horseracing/horse-racing-fe,11,Thanh/page/add userprofile page,0,White2908,User,2026-06-02T03:23:36Z,2026-06-02T03:24:32Z,2026-06-02T03:24:32Z,0.93,1,0,4,707,81,13,TypeScript,1,0,1,SWP391
3620128518,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,23,fix all FE error,0,minhdoanhk4,User,2026-05-03T13:13:36Z,2026-05-03T15:06:59Z,2026-05-03T15:06:59Z,113.38,1,0,1,4228,316,14,JavaScript,0,1,1,SWP391
3593829284,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,22,Thang vv dev 2,0,VVThang-DEV,User,2026-04-28T05:07:46Z,2026-04-28T05:07:54Z,2026-04-28T05:07:54Z,0.13,1,0,2,220,2495,16,JavaScript,0,1,1,SWP391
3571203825,maxwell1904/SWP391,7,refact,0,bao20048888,User,2026-04-23T05:24:39Z,2026-04-23T05:24:48Z,2026-04-23T05:24:48Z,0.15,0,0,1,76,82,2,TSQL,0,0,1,SWP391
3554090938,SWP391-G5/SWP391_G5_SanSieuToc_FE,28,Minhpq,0,minhpham1909,User,2026-04-20T06:32:26Z,2026-04-20T06:32:34Z,2026-04-20T06:32:34Z,0.13,0,3,3,188,40,6,JavaScript,1,0,1,SWP391
3624870481,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,24,Add inventory batch drawer and kitchen column,538,VVThang-DEV,User,2026-05-04T15:01:51Z,2026-05-04T15:02:02Z,2026-05-04T15:02:02Z,0.18,1,0,1,104,4,3,JavaScript,0,1,1,SWP391
3593651987,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,21,Add activation/forgot-password and admin UI updates,653,VVThang-DEV,User,2026-04-28T04:06:26Z,2026-04-28T04:06:35Z,2026-04-28T04:06:35Z,0.15,1,0,1,769,157,9,JavaScript,0,1,1,SWP391
3776665508,swp391-horseracing/horse-racing-api,8,Feat/user auth profile,0,Ductp1,User,2026-05-31T15:01:59Z,2026-06-01T14:48:45Z,2026-06-01T14:48:44Z,1426.75,1,8,14,322,6,12,TypeScript,0,0,1,SWP391
3710651169,HuyNMFpt/manga-workflow-system,2,Add backend code,4364,Hin-Git,User,2026-05-19T17:14:25Z,2026-05-19T17:16:31Z,2026-05-19T17:16:31Z,2.1,0,0,1,1798,0,38,TypeScript,0,0,1,SWP391
3357335906,phucntse184554-droid/Flood-Rescue-Coordination-and-Relief-Management-System_BE,1,[Feat]:SWP391 update database,0,phucntse184554-droid,User,2026-03-05T07:59:49Z,2026-03-05T08:00:35Z,2026-03-05T08:00:35Z,0.77,0,0,1,175,177,54,Java,0,0,1,SWP391
3710606930,HuyNMFpt/manga-workflow-system,1,Add backend code,4431,Hin-Git,User,2026-05-19T17:06:18Z,2026-05-19T17:12:30Z,,,0,0,1,1798,0,38,TypeScript,0,0,1,SWP391
3577032996,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,20,Thang vv dev 2,0,VVThang-DEV,User,2026-04-24T04:37:43Z,2026-04-24T04:37:50Z,2026-04-24T04:37:50Z,0.12,1,0,2,309,474,13,JavaScript,0,1,1,SWP391
3371348570,x1ptase/swp391-jira-github-integration,71,SWP391-78 SyncLog record,0,x1ptase,User,2026-03-09T03:45:27Z,2026-03-09T03:45:33Z,2026-03-09T03:45:33Z,0.1,0,0,1,133,79,2,Java,2,0,1,SWP391
3576939781,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,19,Update Mobile and Fix Wrong Field Order,0,VVThang-DEV,User,2026-04-24T04:03:09Z,2026-04-24T04:03:20Z,2026-04-24T04:03:20Z,0.18,1,0,1,192,186,3,JavaScript,0,1,1,SWP391
3576905396,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,18,Thang vv dev 2,0,VVThang-DEV,User,2026-04-24T03:49:25Z,2026-04-24T03:49:33Z,2026-04-24T03:49:33Z,0.13,1,0,2,3205,623,18,JavaScript,0,1,1,SWP391
3565248146,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,14,Thang vv dev,0,VVThang-DEV,User,2026-04-22T04:43:41Z,2026-04-22T04:43:51Z,2026-04-22T04:43:51Z,0.17,1,0,2,221,93,14,JavaScript,0,1,1,SWP391
3571061507,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,16,DataTable server pagination & inventory fixes,663,VVThang-DEV,User,2026-04-23T04:45:59Z,2026-04-23T04:46:13Z,2026-04-23T04:46:13Z,0.23,1,0,1,374,217,5,JavaScript,0,1,1,SWP391
3570526188,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,15,"Dashboard caching, UI cleanup & AI improvements",1083,VVThang-DEV,User,2026-04-23T02:04:20Z,2026-04-23T02:04:28Z,2026-04-23T02:04:28Z,0.13,1,0,1,156,54,4,JavaScript,0,1,1,SWP391
3565188759,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,13,Add printable QR label and print button,495,VVThang-DEV,User,2026-04-22T04:18:34Z,2026-04-22T04:18:42Z,2026-04-22T04:18:42Z,0.13,1,0,1,50,5,1,JavaScript,0,1,1,SWP391
3565091063,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,12,Thang vv dev,0,VVThang-DEV,User,2026-04-22T03:34:11Z,2026-04-22T03:34:22Z,2026-04-22T03:34:22Z,0.18,1,0,3,1724,567,26,JavaScript,0,1,1,SWP391
3576539504,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,17,Thang vv dev 2,0,VVThang-DEV,User,2026-04-24T01:42:47Z,2026-04-24T01:42:55Z,2026-04-24T01:42:55Z,0.13,1,0,2,2272,304,13,JavaScript,0,1,1,SWP391
3559622221,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,10,"Refactor header, pages, reports, and recipes",1208,VVThang-DEV,User,2026-04-21T03:28:05Z,2026-04-21T03:28:14Z,2026-04-21T03:28:14Z,0.15,1,0,1,724,311,13,JavaScript,0,1,1,SWP391
3559502536,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,9,Add Activity Logs page and reporting updates,975,VVThang-DEV,User,2026-04-21T02:39:19Z,2026-04-21T02:39:27Z,2026-04-21T02:39:27Z,0.13,1,0,1,1533,888,15,JavaScript,0,1,1,SWP391
3785242580,swp391-horseracing/horse-racing-fe,12,Feature/add jockey page,0,khoaitayden,User,2026-06-02T03:25:33Z,2026-06-02T03:26:30Z,2026-06-02T03:26:30Z,0.95,1,0,8,2539,184,14,TypeScript,1,0,1,SWP391
3551286570,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,6,Thang vv dev,0,VVThang-DEV,User,2026-04-19T05:19:10Z,2026-04-19T05:19:16Z,2026-04-19T05:19:16Z,0.1,1,0,3,612,1525,10,JavaScript,0,1,1,SWP391
1940204092,letranminhdat1516/bellybabe,5,Be07 swp391,0,letranminhdat1516,User,2024-06-26T14:32:47Z,2026-03-18T21:35:28Z,,,0,0,9,4659,1873,157,C#,0,0,1,SWP391
3459708654,baothanh4/SWP391-SPRING2026-BE,89,Fix: preorder campaigns,0,baothanh4,User,2026-03-28T03:52:04Z,2026-03-28T03:52:43Z,2026-03-28T03:52:43Z,0.65,0,5,1,255,38,11,Java,0,0,1,SWP391
3196155909,nghiant-rez/SWP391_G6,11,Nghia,676,nghiant-rez,User,2026-01-21T17:28:26Z,2026-01-21T17:32:39Z,2026-01-21T17:32:39Z,4.22,0,0,3,0,0,1,Java,0,0,1,SWP391
3552291888,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,7,Thang vv dev,0,VVThang-DEV,User,2026-04-19T15:47:47Z,2026-04-19T15:47:57Z,2026-04-19T15:47:57Z,0.17,1,0,2,420,515,12,JavaScript,0,1,1,SWP391
3468960597,baothanh4/SWP391-SPRING2026-BE,93,Fix: checkout,0,baothanh4,User,2026-03-30T21:49:30Z,2026-03-30T21:49:38Z,2026-03-30T21:49:38Z,0.13,0,2,1,22,11,4,Java,0,0,1,SWP391
3456623135,baothanh4/SWP391-SPRING2026-BE,88,Feat:Add preorder campaign,0,baothanh4,User,2026-03-27T12:10:32Z,2026-03-27T12:11:15Z,2026-03-27T12:11:15Z,0.72,0,6,1,523,1,11,Java,0,0,1,SWP391
3543020754,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,5,Thang vv dev,0,VVThang-DEV,User,2026-04-17T03:52:23Z,2026-04-17T03:52:34Z,2026-04-17T03:52:33Z,0.17,1,0,9,1954,435,20,JavaScript,0,1,1,SWP391
3381723378,x1ptase/swp391-jira-github-integration,75,SWP391-84 Dashboard: group commit statistics,0,x1ptase,User,2026-03-11T03:06:33Z,2026-03-11T03:06:41Z,2026-03-11T03:06:41Z,0.13,0,0,1,372,0,6,Java,2,0,1,SWP391
3537003062,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,4,Thang vv dev,0,VVThang-DEV,User,2026-04-16T01:10:05Z,2026-04-16T01:10:19Z,2026-04-16T01:10:19Z,0.23,1,0,3,308,165,6,JavaScript,0,1,1,SWP391
3442470470,baothanh4/SWP391-SPRING2026-BE,85,Fix: dashboard and jwt,0,baothanh4,User,2026-03-25T01:40:25Z,2026-03-25T01:40:33Z,2026-03-25T01:40:33Z,0.13,0,9,1,398,44,10,Java,0,0,1,SWP391
3528157729,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,3,Thang vv dev,0,VVThang-DEV,User,2026-04-14T11:54:53Z,2026-04-14T11:55:00Z,2026-04-14T11:55:00Z,0.12,1,0,2,552,506,17,JavaScript,0,1,1,SWP391
3471473002,baothanh4/SWP391-SPRING2026-BE,96,Fix: waiting,0,baothanh4,User,2026-03-31T11:08:38Z,2026-03-31T11:08:46Z,2026-03-31T11:08:46Z,0.13,0,4,1,25,3,2,Java,0,0,1,SWP391
3526385691,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,2,Add sales & inventory disposal features,1151,VVThang-DEV,User,2026-04-14T03:51:47Z,2026-04-14T03:51:54Z,2026-04-14T03:51:54Z,0.12,1,0,1,1979,124,21,JavaScript,0,1,1,SWP391
3526062668,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,1,Merge pull request #1,0,VVThang-DEV,User,2026-04-14T01:55:35Z,2026-04-14T01:55:48Z,2026-04-14T01:55:47Z,0.2,1,0,3,710,83,13,JavaScript,0,1,1,SWP391
3371314689,x1ptase/swp391-jira-github-integration,70,Merge pull request #69 from x1ptase/feature/SWP391-79-be-sync-log-lif…,90,x1ptase,User,2026-03-09T03:28:25Z,2026-03-09T03:28:35Z,2026-03-09T03:28:35Z,0.17,0,0,1,0,0,0,Java,2,0,1,SWP391
3562755168,VVThang-DEV/FE_SWP391_Gr5_CKitchen-FStore,11,Thang vv dev,0,VVThang-DEV,User,2026-04-21T15:46:04Z,2026-04-21T15:47:42Z,2026-04-21T15:47:42Z,1.63,1,0,3,9925,196,23,JavaScript,0,1,1,SWP391
3568282331,maxwell1904/SWP391,6,Bao,0,bao20048888,User,2026-04-22T16:02:30Z,2026-04-22T16:02:44Z,2026-04-22T16:02:44Z,0.23,0,5,5,1194,19,7,TSQL,0,0,1,SWP391
3351843472,x1ptase/swp391-jira-github-integration,55,SWP391-109 GitHub REST client standards,0,x1ptase,User,2026-03-04T05:37:56Z,2026-03-04T05:38:02Z,2026-03-04T05:38:02Z,0.1,0,0,1,207,104,8,Java,2,0,1,SWP391
3430050398,baothanh4/SWP391-SPRING2026-BE,83,Fix: pre-order cancel and orderMapper,0,baothanh4,User,2026-03-22T04:10:45Z,2026-03-22T04:10:53Z,2026-03-22T04:10:53Z,0.13,0,2,1,23,10,3,Java,0,0,1,SWP391
3442526187,baothanh4/SWP391-SPRING2026-BE,86,Fix: OrderResponseDTO builder,0,baothanh4,User,2026-03-25T02:07:49Z,2026-03-25T02:07:57Z,2026-03-25T02:07:57Z,0.13,0,4,1,24,19,2,Java,0,0,1,SWP391
3409820042,baothanh4/SWP391-SPRING2026-BE,72,"Fix: GHN and checkout, confirm by operations",0,baothanh4,User,2026-03-17T14:10:27Z,2026-03-17T14:10:38Z,2026-03-17T14:10:38Z,0.18,0,9,1,143,23,13,Java,0,0,1,SWP391
3360206178,x1ptase/swp391-jira-github-integration,61,SWP391-56 Manual Sync GitHub → Repository + GitCommit,0,x1ptase,User,2026-03-05T18:12:03Z,2026-03-05T18:12:11Z,2026-03-05T18:12:11Z,0.13,0,0,1,6,108,4,Java,2,0,1,SWP391
3766017261,fptu-se-su26/swp391-su26-ai-audit-project-swp391_se20a04_group-01-1,5,Feature/de191103 fw and api,1397,W3n3r,User,2026-05-29T02:07:41Z,2026-05-29T03:06:10Z,2026-05-29T03:06:10Z,58.48,0,79,4,3955,401,36,Unknown,0,0,1,SWP391
3551876703,SWP391-G5/SWP391_G5_SanSieuToc_BE,16,Minhpq,32,minhpham1909,User,2026-04-19T12:03:11Z,2026-04-19T12:03:22Z,2026-04-19T12:03:22Z,0.18,0,13,6,1843,107,21,JavaScript,1,0,1,SWP391
3424557671,baothanh4/SWP391-SPRING2026-BE,81,Feat/thanh,0,baothanh4,User,2026-03-20T11:28:18Z,2026-03-20T11:28:26Z,2026-03-20T11:28:26Z,0.13,0,1,2,6,1,2,Java,0,0,1,SWP391
3371285310,x1ptase/swp391-jira-github-integration,69,SWP391-79 BE: SyncLog lifecycle (RUNNING→SUCCESS/FAILED),0,x1ptase,User,2026-03-09T03:15:05Z,2026-03-09T03:15:13Z,2026-03-09T03:15:13Z,0.13,0,0,1,131,33,3,Java,2,0,1,SWP391
3382595204,x1ptase/swp391-jira-github-integration,76,SWP391-92 Personal commit statistics for Team Member,0,x1ptase,User,2026-03-11T07:31:57Z,2026-03-11T07:32:05Z,2026-03-11T07:32:05Z,0.13,0,0,1,185,24,13,Java,2,0,1,SWP391
3332862637,KicoSon/SWP391_SE1972_Group3,19,"Revert ""Revert ""Merge branch 'develop' into module4""""",39,viehai,User,2026-02-26T20:49:53Z,2026-02-26T20:50:04Z,2026-02-26T20:50:04Z,0.18,0,0,1,11489,3264,94,Java,0,0,1,SWP391
3551877500,SWP391-G5/SWP391_G5_SanSieuToc_FE,18,Minhpq,0,minhpham1909,User,2026-04-19T12:03:42Z,2026-04-19T12:03:52Z,2026-04-19T12:03:52Z,0.17,0,7,10,3013,953,46,JavaScript,1,0,1,SWP391
3399086244,baothanh4/SWP391-SPRING2026-BE,63,"Fix: Checkout and add to cart, response cart",0,baothanh4,User,2026-03-14T12:56:21Z,2026-03-14T12:56:31Z,2026-03-14T12:56:31Z,0.17,0,9,1,514,215,11,Java,0,0,1,SWP391
3399410003,baothanh4/SWP391-SPRING2026-BE,66,Feat: add dashboard in admin,0,baothanh4,User,2026-03-14T16:35:19Z,2026-03-14T16:35:28Z,2026-03-14T16:35:28Z,0.15,0,11,1,216,1,10,Java,0,0,1,SWP391
3414813606,baothanh4/SWP391-SPRING2026-BE,75,Fix:confirm order,0,baothanh4,User,2026-03-18T13:11:11Z,2026-03-18T13:11:19Z,2026-03-18T13:11:19Z,0.13,0,6,1,41,9,3,Java,0,0,1,SWP391
3470874311,baothanh4/SWP391-SPRING2026-BE,95,"Fix preorder allocation, remaining payment, and instock conversion",0,baothanh4,User,2026-03-31T08:57:35Z,2026-03-31T08:58:35Z,2026-03-31T08:58:35Z,1.0,0,3,1,33,10,2,Java,0,0,1,SWP391
3430974533,baothanh4/SWP391-SPRING2026-BE,84,Fix: pre-order service,0,baothanh4,User,2026-03-22T16:49:36Z,2026-03-22T16:49:43Z,2026-03-22T16:49:43Z,0.12,0,5,1,46,24,2,Java,0,0,1,SWP391
3399163399,baothanh4/SWP391-SPRING2026-BE,64,Feat:Add keyword search,0,baothanh4,User,2026-03-14T13:57:35Z,2026-03-14T13:59:17Z,2026-03-14T13:59:17Z,1.7,0,4,1,70,6,6,Java,0,0,1,SWP391
3342165597,FloodRescue-SWP391/flood-rescue-frontend,29,Merge pull request #28 from FloodRescue-SWP391/main,54,trtramnh,User,2026-03-02T01:49:24Z,2026-03-02T01:49:32Z,2026-03-02T01:49:32Z,0.13,0,0,1,0,0,0,JavaScript,0,1,1,SWP391
